,text,aspect,label
1226,i am writing to request access to the notion api beta so that i can try out the automate.io integration.,API,1
3638,"the experience on ipad, however, is extremely lackluster - not to mention limited - compared to the macbook app.",MacBook app.,2
1095,promptness of timings,Promptness,2
2014,"improve service levels, there are frequent delivery issues",delivery issues,0
569,"yes, you can have multiple workspace with the paid account, and unfortunately, you cannot associate their workspace to the glassworks account, since you are billed for every workspace and not per account, alex.",workspace,1
1745,"i bookmark in chrome a few pages across both accounts, but whenever i am browsing one account, then click on the bookmark that links to a page on my other account, i encounter this error",Chrome,1
3428,"and yes, you can export 60 new videos every month",export,1
2044,"I love Airtable when working on my computer, it’s a great flexible DB tool with an awesome UI.",flexible,2
477,how long does it take to refund the money?,refund,1
241,i will send a screen shot.,screen,1
1387,this way you will not have to pay anymore,pay,1
3510,stucks at notion logo.,notion logo.,0
3274,i use apple notes (sync between my mac / iphone with icloud) as it is the fast.,Apple,1
640,"the best app for managment tasks, notes and so on, i only think the mobile app is not so fast, it could be improved",app,2
1750,"amazing application with plenty to offer even in the free version, but i can almost finish an 8 hour shift before the app opens.",application,2
2184,promptness and good response to any queries and problems,response to any queries,2
1853,takes 2min to start ..why?,Takes,2
1754,i really want to like this app.,app.,0
2555,curd is not the original brand quality.,Curd,0
662,"also, what are the possible reasons for audio and video to not be in synch?",sync,0
704,Super good for when you have to carry several projects as a team or with different teams,different teams,1
3167,yes i keep deleting the logo place marker at the top right of the screen but it keeps reappearing.,screen,1
2903,please make delivery charges free for grocery & milk.,grocery,0
1570,wonderful app which makes me keep track of my thesis work.,app,2
59,"Freezes even on small base Mostly good, but the app often hangs when regaining system focus, even with a small base (a few tables, a few dozen records, no attachments).",records,1
2663,"however, the mobile experience still has a ways to go.",mobile experience,0
3424,what is not so cool is that your notepad has to be quick and notion is not.,notepad,0
3673,I just created A LONG message to update a project.,update,1
3330,And then it won't let you delete your profile.,delete,0
346,"so i tried adding my son, he already has a free account here, the invite did not go to his email and it just went to a blurred screen for me forever",email,0
354,"so i tried adding my son, he already has a free account here, the invite did not go to his email and it just went to a blurred screen for me forever",blurred,0
1729,"would you please downgrade from a paid plan by going to ""settings & members"" in the left-sidebar menu in the desktop or web app, then selecting ""plans"" and clicking ""downgrade.",web,1
1064,waive off service fees,service fees,0
3369,@nocodeluc @notionhq why invent a new shortcut for the bullet points tho?,bullet,0
1033,"click on preview anyway, if that does not work, export your video once, let it render, then re enter and try the preview again",preview,1
328,"it is not opening, it just shows its logo at centre and that is it.",centre,0
14,prompt and reliable service,Prompt,2
2972,switching from @notionhq to @obsdmd due to recent availability issues and no planned offline mode for the near futu.,Switching,0
3904,"works well on laptop, but i cannot get the phone app to open.",app,0
471,it is an amazing app.,app.,2
1045,suddenly deliveries have started to come at 5am.,deliveries,0
1763,"i have no idea how to do this, i assume this occurs when i paste the video into gif.",Gif.,1
350,"timely and guaranteed deliveries payment gateway is very poor, failed transaction sometimes never get reverted.",deliveries,0
903,best notetaking app you could ask for.,notetaking,2
1663,"minimum order, prompt delivery, vacation option, good response, wide range of items","vacation option,",2
1216,"sorry, you can upload the image and edit it",edit,1
150,"i can see it on screen, but the overlay with the spinning circle never goes away and i am not able to click on the page.","screen,",1
301,"he is writing me about canceling my account, not beein able to take payment.","account,",0
